gender,caste,mathematics_marks,english_marks,science_marks,science_teacher,languages_teacher,guardian,internet,continue_drop
1.0,1.0,0.552,0.524,0.552,0.0,3.0,2.0,1.0,0
0.0,0.0,0.114,0.444,0.114,2.0,7.0,2.0,1.0,0
0.0,2.0,0.14800000000000002,0.479,0.14800000000000002,4.0,5.0,2.0,0.0,0
1.0,0.0,0.301,0.146,0.301,4.0,10.0,2.0,1.0,0
0.0,2.0,0.6609999999999999,0.406,0.6609999999999999,5.0,11.0,2.0,1.0,0
1.0,2.0,0.83,0.5670000000000001,0.83,0.0,0.0,2.0,1.0,0
1.0,1.0,0.552,0.524,0.552,0.0,3.0,2.0,1.0,0
0.0,0.0,0.6559999999999999,0.319,0.6559999999999999,4.0,6.0,2.0,1.0,0
0.0,0.0,0.482,0.698,0.482,5.0,2.0,2.0,0.0,0
0.0,1.0,0.737,0.649,0.737,8.0,5.0,0.0,1.0,0
0.0,0.0,0.448,0.581,0.448,1.0,10.0,0.0,1.0,0
0.0,3.0,0.393,0.685,0.393,4.0,6.0,2.0,0.0,0
1.0,2.0,0.51,0.5820000000000001,0.51,0.0,4.0,2.0,1.0,0
1.0,0.0,0.966,0.8059999999999999,0.966,4.0,10.0,2.0,1.0,0
0.0,0.0,0.284,0.5579999999999999,0.284,1.0,10.0,2.0,0.0,0
0.0,2.0,0.8959999999999999,0.8590000000000001,0.8959999999999999,8.0,3.0,0.0,1.0,0
0.0,0.0,0.478,0.332,0.478,9.0,0.0,2.0,1.0,0
0.0,0.0,0.444,0.574,0.444,4.0,0.0,0.0,1.0,0
1.0,0.0,0.436,0.621,0.436,7.0,9.0,2.0,1.0,0
0.0,0.0,0.152,0.568,0.152,2.0,0.0,2.0,1.0,0
1.0,1.0,0.29600000000000004,0.26,0.29600000000000004,6.0,6.0,2.0,0.0,0
1.0,2.0,0.366,0.44,0.366,2.0,6.0,2.0,1.0,0
0.0,2.0,0.163,0.48,0.163,4.0,6.0,2.0,1.0,0
1.0,0.0,0.485,0.52,0.485,1.0,8.0,2.0,1.0,0
1.0,0.0,0.913,0.937,0.913,6.0,12.0,2.0,1.0,0
1.0,1.0,0.29600000000000004,0.26,0.29600000000000004,6.0,6.0,2.0,0.0,0
1.0,2.0,0.6990000000000001,0.353,0.6990000000000001,3.0,12.0,2.0,1.0,0
0.0,0.0,0.674,0.5670000000000001,0.674,4.0,12.0,0.0,1.0,0
0.0,1.0,0.177,0.525,0.177,6.0,7.0,0.0,1.0,0
0.0,2.0,0.464,0.593,0.464,8.0,4.0,2.0,1.0,0
0.0,0.0,0.236,0.464,0.236,4.0,7.0,0.0,1.0,0
1.0,0.0,0.851,0.753,0.851,4.0,6.0,3.0,0.0,0
0.0,0.0,0.413,0.598,0.413,1.0,6.0,0.0,1.0,0
1.0,0.0,0.763,0.318,0.763,4.0,0.0,1.0,1.0,0
0.0,1.0,0.703,0.8140000000000001,0.703,1.0,0.0,2.0,1.0,0
1.0,0.0,0.436,0.621,0.436,7.0,9.0,2.0,1.0,0
1.0,0.0,0.635,0.406,0.635,7.0,11.0,0.0,1.0,0
0.0,2.0,0.55,0.679,0.55,7.0,0.0,2.0,1.0,0
0.0,2.0,0.386,0.632,0.386,9.0,0.0,2.0,1.0,0
0.0,0.0,0.653,0.5720000000000001,0.653,5.0,6.0,2.0,1.0,0
1.0,0.0,0.388,0.355,0.388,4.0,5.0,2.0,1.0,0
1.0,2.0,0.365,0.379,0.365,2.0,6.0,2.0,1.0,0
0.0,0.0,0.447,0.45,0.447,0.0,4.0,2.0,1.0,0
1.0,1.0,0.833,0.6659999999999999,0.833,1.0,4.0,2.0,1.0,0
0.0,1.0,0.177,0.525,0.177,6.0,7.0,0.0,1.0,0
1.0,2.0,0.51,0.5820000000000001,0.51,0.0,4.0,2.0,1.0,0
0.0,0.0,0.34600000000000003,0.29600000000000004,0.34600000000000003,2.0,1.0,3.0,0.0,0
0.0,0.0,0.7440000000000001,0.899,0.7440000000000001,4.0,3.0,2.0,1.0,0
0.0,0.0,0.613,0.696,0.613,1.0,2.0,2.0,1.0,0
1.0,0.0,0.562,0.636,0.562,1.0,5.0,2.0,1.0,0
0.0,1.0,0.536,0.614,0.536,9.0,4.0,3.0,1.0,0
0.0,0.0,0.354,0.578,0.354,1.0,5.0,3.0,1.0,0
1.0,2.0,0.7070000000000001,0.5710000000000001,0.7070000000000001,4.0,4.0,2.0,1.0,0
0.0,0.0,0.503,0.446,0.503,4.0,4.0,2.0,1.0,0
0.0,0.0,0.474,0.562,0.474,9.0,4.0,2.0,1.0,0
0.0,0.0,0.448,0.581,0.448,1.0,10.0,0.0,1.0,0
0.0,3.0,0.594,0.532,0.594,2.0,9.0,2.0,1.0,0
0.0,0.0,0.5,0.544,0.5,1.0,5.0,2.0,1.0,0
0.0,0.0,0.757,0.481,0.757,1.0,6.0,2.0,1.0,0
1.0,0.0,0.667,0.443,0.667,6.0,2.0,0.0,0.0,0
0.0,1.0,0.821,0.728,0.821,2.0,2.0,0.0,1.0,0
1.0,0.0,0.113,0.16,0.113,0.0,6.0,2.0,1.0,0
1.0,2.0,0.763,0.72,0.763,6.0,6.0,2.0,0.0,0
1.0,0.0,0.711,0.456,0.711,5.0,3.0,2.0,1.0,0
0.0,2.0,0.5660000000000001,0.855,0.5660000000000001,4.0,5.0,2.0,0.0,0
0.0,2.0,0.418,0.496,0.418,2.0,6.0,3.0,1.0,0
1.0,0.0,0.442,0.5710000000000001,0.442,0.0,7.0,0.0,1.0,0
0.0,0.0,0.229,0.6,0.229,5.0,4.0,2.0,1.0,0
1.0,0.0,0.7659999999999999,0.8540000000000001,0.7659999999999999,5.0,10.0,2.0,1.0,0
0.0,2.0,0.386,0.632,0.386,9.0,0.0,2.0,1.0,0
0.0,1.0,0.737,0.649,0.737,8.0,5.0,0.0,1.0,0
1.0,0.0,0.321,0.38,0.321,5.0,0.0,2.0,1.0,0
1.0,0.0,0.736,0.662,0.736,4.0,6.0,0.0,1.0,0
0.0,0.0,0.779,0.701,0.779,4.0,2.0,2.0,1.0,0
1.0,2.0,0.628,0.626,0.628,2.0,5.0,2.0,1.0,0
0.0,0.0,0.746,0.669,0.746,3.0,6.0,2.0,1.0,0
0.0,0.0,0.194,0.508,0.194,4.0,9.0,2.0,1.0,0
1.0,0.0,0.458,0.413,0.458,6.0,2.0,0.0,1.0,0
1.0,1.0,0.737,0.889,0.737,2.0,5.0,2.0,0.0,0
0.0,2.0,0.8959999999999999,0.8590000000000001,0.8959999999999999,8.0,3.0,0.0,1.0,0
0.0,3.0,0.563,0.626,0.563,2.0,6.0,2.0,1.0,0
1.0,0.0,0.456,0.518,0.456,4.0,10.0,2.0,1.0,0
1.0,0.0,0.797,0.977,0.797,1.0,6.0,2.0,1.0,0
0.0,0.0,0.569,0.455,0.569,2.0,9.0,0.0,1.0,0
0.0,0.0,0.29,0.512,0.29,4.0,7.0,2.0,1.0,0
1.0,0.0,0.8,0.513,0.8,6.0,4.0,2.0,1.0,0
1.0,2.0,0.764,0.722,0.764,5.0,4.0,2.0,1.0,0
1.0,2.0,0.584,0.552,0.584,3.0,9.0,2.0,1.0,0
0.0,2.0,0.08,0.411,0.08,6.0,10.0,3.0,1.0,0
1.0,0.0,0.563,0.639,0.563,4.0,12.0,0.0,1.0,0
0.0,2.0,0.626,0.7509999999999999,0.626,5.0,4.0,0.0,1.0,0
1.0,0.0,0.635,0.406,0.635,7.0,11.0,0.0,1.0,0
1.0,2.0,0.659,0.34700000000000003,0.659,8.0,8.0,2.0,1.0,0
0.0,1.0,0.67,0.7929999999999999,0.67,4.0,5.0,2.0,1.0,0
0.0,0.0,0.449,0.475,0.449,3.0,5.0,0.0,1.0,0
0.0,0.0,0.691,0.147,0.691,4.0,3.0,0.0,1.0,0
1.0,0.0,0.5379999999999999,0.468,0.5379999999999999,4.0,8.0,2.0,1.0,0
1.0,1.0,0.8240000000000001,0.846,0.8240000000000001,4.0,4.0,2.0,1.0,0
1.0,0.0,0.174,0.402,0.174,2.0,10.0,0.0,1.0,0
1.0,0.0,0.35700000000000004,0.227,0.35700000000000004,2.0,7.0,2.0,0.0,0
1.0,0.0,0.442,0.5710000000000001,0.442,0.0,7.0,0.0,1.0,0
0.0,2.0,0.481,0.754,0.481,2.0,7.0,2.0,1.0,0
0.0,1.0,0.536,0.614,0.536,9.0,4.0,3.0,1.0,0
1.0,0.0,0.89,0.644,0.89,2.0,2.0,2.0,1.0,0
0.0,0.0,0.613,0.696,0.613,1.0,2.0,2.0,1.0,0
0.0,0.0,0.7440000000000001,0.899,0.7440000000000001,4.0,3.0,2.0,1.0,0
1.0,0.0,0.628,0.33,0.628,7.0,4.0,2.0,0.0,0
1.0,3.0,0.655,0.841,0.655,3.0,6.0,0.0,0.0,0
0.0,0.0,0.778,0.747,0.778,9.0,9.0,2.0,1.0,0
1.0,0.0,0.354,0.66,0.354,8.0,0.0,2.0,0.0,0
1.0,0.0,0.354,0.66,0.354,8.0,0.0,2.0,0.0,0
0.0,0.0,0.29,0.512,0.29,4.0,7.0,2.0,1.0,0
0.0,0.0,0.304,0.474,0.304,0.0,2.0,2.0,1.0,0
0.0,2.0,0.28300000000000003,0.478,0.28300000000000003,1.0,10.0,2.0,1.0,0
0.0,2.0,0.519,0.6629999999999999,0.519,8.0,0.0,2.0,1.0,0
1.0,0.0,0.393,0.338,0.393,2.0,2.0,2.0,1.0,0
0.0,3.0,0.522,0.568,0.522,5.0,6.0,2.0,0.0,0
1.0,0.0,0.736,0.662,0.736,4.0,6.0,0.0,1.0,0
1.0,0.0,0.794,0.732,0.794,3.0,5.0,0.0,1.0,0
1.0,1.0,0.581,0.457,0.581,2.0,11.0,2.0,1.0,0
1.0,1.0,0.454,0.611,0.454,5.0,5.0,2.0,1.0,0
1.0,0.0,0.966,0.8059999999999999,0.966,4.0,10.0,2.0,1.0,0
0.0,2.0,0.386,0.632,0.386,9.0,0.0,2.0,1.0,0
0.0,2.0,1.032,0.828,1.032,0.0,4.0,2.0,1.0,0
1.0,2.0,0.551,0.277,0.551,2.0,10.0,0.0,1.0,0
0.0,2.0,0.28300000000000003,0.478,0.28300000000000003,1.0,10.0,2.0,1.0,0
0.0,0.0,0.79,0.818,0.79,4.0,5.0,0.0,1.0,0
0.0,0.0,0.389,0.537,0.389,3.0,8.0,2.0,0.0,0
1.0,0.0,0.8,0.513,0.8,6.0,4.0,2.0,1.0,0
1.0,0.0,0.094,0.287,0.094,4.0,6.0,2.0,1.0,0
0.0,0.0,0.328,0.547,0.328,3.0,6.0,2.0,1.0,0
0.0,0.0,0.194,0.508,0.194,4.0,9.0,2.0,1.0,0
1.0,0.0,0.6709999999999999,0.731,0.6709999999999999,6.0,11.0,2.0,1.0,0
0.0,0.0,0.14300000000000002,0.517,0.14300000000000002,4.0,7.0,3.0,1.0,0
1.0,0.0,0.638,0.309,0.638,6.0,6.0,2.0,0.0,0
0.0,0.0,0.355,0.373,0.355,7.0,4.0,2.0,1.0,0
0.0,0.0,0.39,0.511,0.39,4.0,10.0,2.0,1.0,0
0.0,2.0,0.464,0.593,0.464,8.0,4.0,2.0,1.0,0
1.0,0.0,0.563,0.639,0.563,4.0,12.0,0.0,1.0,0
0.0,0.0,0.519,0.6970000000000001,0.519,2.0,8.0,2.0,0.0,0
0.0,2.0,0.18600000000000005,0.51,0.18600000000000005,6.0,4.0,3.0,1.0,0
0.0,0.0,0.34700000000000003,0.643,0.34700000000000003,1.0,6.0,2.0,1.0,0
1.0,0.0,0.16699999999999998,0.405,0.16699999999999998,2.0,6.0,0.0,1.0,0
1.0,2.0,0.602,0.642,0.602,0.0,6.0,0.0,1.0,0
1.0,0.0,0.563,0.639,0.563,4.0,12.0,0.0,1.0,0
0.0,0.0,0.674,0.5670000000000001,0.674,4.0,12.0,0.0,1.0,0
0.0,1.0,0.277,0.465,0.277,0.0,3.0,2.0,1.0,0
0.0,0.0,0.578,0.728,0.578,0.0,10.0,2.0,1.0,0
0.0,2.0,0.626,0.7509999999999999,0.626,5.0,4.0,0.0,1.0,0
0.0,2.0,0.885,0.745,0.885,4.0,3.0,0.0,1.0,0
0.0,2.0,0.068,0.31,0.068,3.0,9.0,2.0,1.0,0
1.0,2.0,0.503,0.403,0.503,8.0,3.0,2.0,1.0,0
1.0,0.0,0.674,0.46,0.674,0.0,2.0,0.0,1.0,0
0.0,2.0,0.61,0.81,0.61,5.0,6.0,2.0,1.0,0
0.0,2.0,0.332,0.289,0.332,5.0,10.0,2.0,1.0,0
0.0,2.0,1.032,0.828,1.032,0.0,4.0,2.0,1.0,0
1.0,2.0,0.628,0.626,0.628,2.0,5.0,2.0,1.0,0
1.0,1.0,0.226,0.173,0.226,4.0,5.0,0.0,0.0,0
0.0,2.0,0.332,0.289,0.332,5.0,10.0,2.0,1.0,0
1.0,0.0,0.316,0.238,0.316,3.0,4.0,2.0,1.0,0
1.0,0.0,0.72,0.513,0.72,1.0,0.0,0.0,1.0,0
0.0,0.0,0.34600000000000003,0.29600000000000004,0.34600000000000003,2.0,1.0,3.0,0.0,0
1.0,0.0,0.547,0.537,0.547,2.0,6.0,2.0,1.0,0
1.0,0.0,0.6659999999999999,0.468,0.6659999999999999,7.0,6.0,3.0,1.0,0
0.0,0.0,0.404,0.608,0.404,6.0,9.0,2.0,1.0,0
1.0,0.0,0.632,0.445,0.632,9.0,4.0,2.0,1.0,0
1.0,1.0,0.774,0.691,0.774,4.0,2.0,2.0,1.0,0
0.0,0.0,0.59,0.5760000000000001,0.59,4.0,6.0,2.0,1.0,0
1.0,0.0,0.763,0.318,0.763,4.0,0.0,1.0,1.0,0
0.0,0.0,0.34700000000000003,0.643,0.34700000000000003,1.0,6.0,2.0,1.0,0
0.0,0.0,0.456,0.46,0.456,2.0,12.0,2.0,1.0,0
1.0,1.0,0.214,0.684,0.214,4.0,3.0,1.0,1.0,0
0.0,2.0,0.625,0.6559999999999999,0.625,4.0,4.0,2.0,1.0,0
1.0,2.0,0.373,0.615,0.373,4.0,8.0,0.0,1.0,0
1.0,0.0,0.667,0.443,0.667,6.0,2.0,0.0,0.0,0
1.0,0.0,0.89,0.644,0.89,2.0,2.0,2.0,1.0,0
1.0,0.0,0.794,0.732,0.794,3.0,5.0,0.0,1.0,0
1.0,2.0,0.83,0.5670000000000001,0.83,0.0,0.0,2.0,1.0,0
0.0,2.0,0.417,0.535,0.417,3.0,7.0,0.0,0.0,0
1.0,0.0,0.768,0.755,0.768,4.0,7.0,0.0,1.0,0
0.0,2.0,0.794,0.667,0.794,4.0,6.0,2.0,1.0,0
0.0,0.0,0.413,0.611,0.413,3.0,2.0,2.0,0.0,0
0.0,0.0,0.353,0.57,0.353,5.0,4.0,3.0,1.0,0
0.0,0.0,0.443,0.601,0.443,0.0,6.0,2.0,0.0,0
1.0,0.0,0.913,0.937,0.913,6.0,12.0,2.0,1.0,0
0.0,2.0,0.8959999999999999,0.8590000000000001,0.8959999999999999,8.0,3.0,0.0,1.0,0
1.0,0.0,0.113,0.16,0.113,0.0,6.0,2.0,1.0,0
0.0,0.0,0.531,0.778,0.531,8.0,4.0,2.0,1.0,0
1.0,1.0,0.8240000000000001,0.846,0.8240000000000001,4.0,4.0,2.0,1.0,0
0.0,0.0,0.456,0.46,0.456,2.0,12.0,2.0,1.0,0
0.0,2.0,0.227,0.4320000000000001,0.227,8.0,5.0,0.0,1.0,0
0.0,1.0,0.821,0.728,0.821,2.0,2.0,0.0,1.0,0
0.0,1.0,1.002,0.92,1.002,2.0,4.0,2.0,1.0,0
1.0,0.0,0.6859999999999999,0.83,0.6859999999999999,2.0,0.0,2.0,1.0,0
0.0,0.0,0.6459999999999999,0.804,0.6459999999999999,8.0,0.0,2.0,1.0,0
1.0,2.0,0.584,0.552,0.584,3.0,9.0,2.0,1.0,0
1.0,0.0,0.172,0.42,0.172,8.0,10.0,2.0,0.0,0
1.0,2.0,0.551,0.277,0.551,2.0,10.0,0.0,1.0,0
1.0,2.0,0.6990000000000001,0.353,0.6990000000000001,3.0,12.0,2.0,1.0,0
0.0,3.0,0.393,0.685,0.393,4.0,6.0,2.0,0.0,0
1.0,0.0,0.737,0.706,0.737,2.0,2.0,2.0,1.0,0
0.0,0.0,0.416,0.5329999999999999,0.416,0.0,4.0,2.0,1.0,0
0.0,2.0,0.794,0.667,0.794,4.0,6.0,2.0,1.0,0
1.0,1.0,0.737,0.889,0.737,2.0,5.0,2.0,0.0,0
0.0,1.0,0.198,0.27,0.198,2.0,7.0,2.0,0.0,0
0.0,0.0,0.328,0.547,0.328,3.0,6.0,2.0,1.0,0
0.0,0.0,0.73,0.5539999999999999,0.73,6.0,3.0,2.0,1.0,0
0.0,0.0,0.416,0.5329999999999999,0.416,0.0,4.0,2.0,1.0,0
1.0,0.0,0.124,0.24,0.124,8.0,6.0,0.0,1.0,0
0.0,0.0,0.391,0.5329999999999999,0.391,5.0,0.0,2.0,1.0,0
0.0,1.0,0.885,0.985,0.885,5.0,5.0,0.0,1.0,0
0.0,2.0,0.6609999999999999,0.406,0.6609999999999999,5.0,11.0,2.0,1.0,0
1.0,3.0,0.294,0.51,0.294,3.0,5.0,1.0,1.0,0
0.0,1.0,0.494,0.5,0.494,6.0,8.0,2.0,1.0,0
0.0,1.0,0.757,0.664,0.757,8.0,6.0,2.0,1.0,0
0.0,1.0,0.413,0.831,0.413,8.0,3.0,0.0,1.0,0
0.0,1.0,0.777,0.767,0.777,0.0,5.0,2.0,1.0,0
0.0,1.0,0.602,0.6659999999999999,0.602,4.0,2.0,2.0,0.0,0
0.0,2.0,0.7659999999999999,0.647,0.7659999999999999,2.0,4.0,2.0,1.0,0
0.0,2.0,0.401,0.5379999999999999,0.401,2.0,1.0,2.0,1.0,0
0.0,1.0,0.536,0.614,0.536,9.0,4.0,3.0,1.0,0
1.0,0.0,0.142,0.687,0.142,4.0,4.0,2.0,1.0,0
0.0,0.0,0.73,0.5539999999999999,0.73,6.0,3.0,2.0,1.0,0
1.0,2.0,0.951,0.7040000000000001,0.951,8.0,4.0,2.0,1.0,0
1.0,2.0,0.602,0.642,0.602,0.0,6.0,0.0,1.0,0
1.0,0.0,0.621,0.628,0.621,5.0,6.0,2.0,1.0,0
1.0,2.0,0.763,0.72,0.763,6.0,6.0,2.0,0.0,0
1.0,0.0,0.104,0.335,0.104,2.0,7.0,2.0,0.0,0
1.0,0.0,0.521,0.401,0.521,4.0,8.0,2.0,1.0,0
1.0,2.0,0.562,0.7090000000000001,0.562,6.0,3.0,2.0,1.0,0
1.0,2.0,0.503,0.403,0.503,8.0,3.0,2.0,1.0,0
1.0,3.0,0.679,0.7140000000000001,0.679,4.0,4.0,2.0,1.0,0
1.0,2.0,0.782,0.713,0.782,2.0,5.0,3.0,1.0,0
1.0,2.0,0.83,0.5670000000000001,0.83,0.0,0.0,2.0,1.0,0
0.0,0.0,0.39,0.511,0.39,4.0,10.0,2.0,1.0,0
1.0,0.0,0.436,0.621,0.436,7.0,9.0,2.0,1.0,0
1.0,0.0,0.393,0.338,0.393,2.0,2.0,2.0,1.0,0
1.0,0.0,0.3720000000000001,0.302,0.3720000000000001,1.0,0.0,2.0,0.0,0
0.0,3.0,0.38,0.426,0.38,9.0,4.0,2.0,1.0,0
0.0,0.0,0.266,0.623,0.266,7.0,6.0,3.0,1.0,0
1.0,0.0,0.8079999999999999,0.855,0.8079999999999999,6.0,6.0,0.0,1.0,0
1.0,0.0,0.633,0.885,0.633,6.0,2.0,2.0,1.0,0
0.0,1.0,0.5760000000000001,0.667,0.5760000000000001,7.0,3.0,2.0,0.0,0
0.0,2.0,0.5920000000000001,0.8909999999999999,0.5920000000000001,3.0,7.0,2.0,0.0,0
1.0,1.0,0.414,0.529,0.414,4.0,0.0,0.0,1.0,0
0.0,0.0,0.478,0.332,0.478,9.0,0.0,2.0,1.0,0
0.0,0.0,0.5,0.544,0.5,1.0,5.0,2.0,1.0,0
1.0,2.0,0.575,0.7190000000000001,0.575,1.0,2.0,2.0,1.0,0
0.0,3.0,0.434,0.611,0.434,2.0,5.0,0.0,1.0,0
0.0,0.0,0.779,0.701,0.779,4.0,2.0,2.0,1.0,0
1.0,1.0,0.581,0.457,0.581,2.0,11.0,2.0,1.0,0
0.0,3.0,0.599,0.677,0.599,1.0,2.0,2.0,1.0,0
1.0,0.0,0.674,0.46,0.674,0.0,2.0,0.0,1.0,0
0.0,2.0,0.684,0.848,0.684,8.0,6.0,0.0,1.0,0
0.0,3.0,0.599,0.677,0.599,1.0,2.0,2.0,1.0,0
1.0,0.0,0.89,0.644,0.89,2.0,2.0,2.0,1.0,0
0.0,2.0,0.304,0.556,0.304,9.0,10.0,0.0,1.0,0
1.0,0.0,0.547,0.537,0.547,2.0,6.0,2.0,1.0,0
0.0,2.0,0.7659999999999999,0.647,0.7659999999999999,2.0,4.0,2.0,1.0,0
1.0,2.0,0.503,0.403,0.503,8.0,3.0,2.0,1.0,0
0.0,0.0,0.404,0.608,0.404,6.0,9.0,2.0,1.0,0
1.0,2.0,0.408,0.659,0.408,4.0,4.0,2.0,1.0,0
0.0,2.0,0.475,0.596,0.475,2.0,6.0,0.0,1.0,0
1.0,0.0,0.851,0.753,0.851,4.0,6.0,3.0,0.0,0
0.0,0.0,0.444,0.574,0.444,4.0,0.0,0.0,1.0,0
1.0,1.0,0.214,0.684,0.214,4.0,3.0,1.0,1.0,0
0.0,1.0,0.885,0.985,0.885,5.0,5.0,0.0,1.0,0
1.0,2.0,0.342,0.214,0.342,1.0,9.0,2.0,1.0,0
1.0,0.0,0.851,0.753,0.851,4.0,6.0,3.0,0.0,0
1.0,0.0,0.35700000000000004,0.227,0.35700000000000004,2.0,7.0,2.0,0.0,0
1.0,2.0,0.951,0.7040000000000001,0.951,8.0,4.0,2.0,1.0,0
0.0,2.0,0.48,0.546,0.48,4.0,8.0,2.0,0.0,0
1.0,0.0,0.628,0.33,0.628,7.0,4.0,2.0,0.0,0
1.0,0.0,0.023,0.441,0.023,6.0,3.0,2.0,1.0,0
0.0,2.0,0.304,0.556,0.304,9.0,10.0,0.0,1.0,0
0.0,2.0,0.464,0.593,0.464,8.0,4.0,2.0,1.0,0
1.0,0.0,0.478,0.523,0.478,5.0,6.0,2.0,1.0,0
1.0,2.0,0.745,0.645,0.745,4.0,3.0,0.0,1.0,0
1.0,2.0,0.951,0.7040000000000001,0.951,8.0,4.0,2.0,1.0,0
1.0,2.0,0.782,0.713,0.782,2.0,5.0,3.0,1.0,0
0.0,2.0,0.5920000000000001,0.8909999999999999,0.5920000000000001,3.0,7.0,2.0,0.0,0
0.0,2.0,0.332,0.289,0.332,5.0,10.0,2.0,1.0,0
1.0,1.0,0.833,0.6659999999999999,0.833,1.0,4.0,2.0,1.0,0
0.0,2.0,0.794,0.667,0.794,4.0,6.0,2.0,1.0,0
1.0,1.0,0.454,0.611,0.454,5.0,5.0,2.0,1.0,0
1.0,0.0,0.094,0.287,0.094,4.0,6.0,2.0,1.0,0
0.0,2.0,0.409,0.514,0.409,6.0,0.0,2.0,1.0,0
0.0,2.0,0.306,0.485,0.306,5.0,6.0,0.0,0.0,0
1.0,0.0,0.5579999999999999,0.573,0.5579999999999999,1.0,4.0,2.0,1.0,0
0.0,2.0,0.626,0.7509999999999999,0.626,5.0,4.0,0.0,1.0,0
1.0,2.0,0.6940000000000001,0.265,0.6940000000000001,3.0,2.0,2.0,1.0,0
